Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Bharadwaj R.K., Banerjee S.K.","Anatomy and histology of the circulatory system of apis cerana indica",1969,"Journal of Apicultural Research","8","3",,"159","167",,1,10.1080/00218839.1969.11100233,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945627620&doi=10.1080%2f00218839.1969.11100233&partnerID=40&md5=ccb7dc661c12b02956d47c7ee614c8ae","Division of Entomology, Indian Agricultural Research Institute, New Delhi, India","Bharadwaj, R.K., Division of Entomology, Indian Agricultural Research Institute, New Delhi, India; Banerjee, S.K., Division of Entomology, Indian Agricultural Research Institute, New Delhi, India","A detailed description of the circulatory system of Apis cerana indica is given, with comments on certain differences found in workers, drones and queens. The haemocytes are also described. Comparisons are made between the authors' findings for this species and the descriptions by other authors of comparable structures in A. mellifera. © 1969 Taylor & Francis Group, LLC.",,Article,,Scopus,2-s2.0-84945627620
"Minnick D.R., Anton A.H.","Bees and biogenic amines",1969,"Physiology and Behavior","4","6",,"965","968",,,10.1016/0031-9384(69)90050-X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849152060&doi=10.1016%2f0031-9384%2869%2990050-X&partnerID=40&md5=ca80b84428a200e824bd6267b6dfeac0","Departments of Entomology, Anesthesiology and Pharmacology, Colleges of Agriculture and Medicine, University of Florida, Gainesville, FL 32601, United States","Minnick, D.R., Departments of Entomology, Anesthesiology and Pharmacology, Colleges of Agriculture and Medicine, University of Florida, Gainesville, FL 32601, United States; Anton, A.H., Departments of Entomology, Anesthesiology and Pharmacology, Colleges of Agriculture and Medicine, University of Florida, Gainesville, FL 32601, United States","The honey bee (Apis mellifera) was tested as a model for the role of catecholamines in behavior because a stereotype social behavior and catecholamines are both present in this species. The observed differences in tissue catecholamines between the queen, drone and worker bees appeared to be more related to the stinging mechanism and sclerotizing than with the neural mechanisms of behavior. Catecholamines in bees were not affected by reserpine nor were they found in nervous tissue. Age appeared to affect catecholamine metabolism in the adult bee and probably contributed to the variability encountered. Histamine also was found in the whole bee and in the stinger apparatus. © 1969.","Bees and biogenic amines; Catecholamines in bees; Dopamine, dopa and norepinephrine in bees",Article,,Scopus,2-s2.0-50849152060
"Wang D.-I., Moeller F.E.","Histological comparisons of the development of hypopharyngeal glands in healthy and Nosema-infected worker honey bees",1969,"Journal of Invertebrate Pathology","14","2",,"135","142",,22,10.1016/0022-2011(69)90098-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038919505&doi=10.1016%2f0022-2011%2869%2990098-6&partnerID=40&md5=07670a9ddf96e94232cbf07f9b5c4e3c","Department of Entomology, University of Wisconsin, Madison, WI 53706, United States; Bee Management Investigations, Entomology Research Division, Agricultural Research Service, Madison, WI 53706, United States","Wang, D.-I., Department of Entomology, University of Wisconsin, Madison, WI 53706, United States, Bee Management Investigations, Entomology Research Division, Agricultural Research Service, Madison, WI 53706, United States; Moeller, F.E., Department of Entomology, University of Wisconsin, Madison, WI 53706, United States, Bee Management Investigations, Entomology Research Division, Agricultural Research Service, Madison, WI 53706, United States","The morphology and secretory cycle of the hypopharyngeal glands of diseased (nosemosis) and healthy worker honey bees (Apis mellifera) were dissimilar. Those of diseased bees suffered from regressive changes; the volume of the lobules of the glands decreased progressively; the nuclei disintegrated; the chromatin coalesced; and the cytoplasm and the size of the secretory globules were extremely reduced, leading to malformation of the hypopharyngeal gland. The number of spores of Nosema apis counted in the midgut of diseased worker bees correlated with the appearance of the hypopharyngeal glands. The inactivity of these brood-food glands in infected bees helps to explain why such bees do not usually attend the queen and thus afford her a measure of escape from infection. © 1969.",,Article,,Scopus,2-s2.0-0038919505
"Rinderer T.E., Rothenbuhler W.C.","Resistance to American foulbrood in honey bees X. Comparative mortality of queen, worker, and drone larvae",1969,"Journal of Invertebrate Pathology","13","1",,"81","86",,14,10.1016/0022-2011(69)90241-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002935142&doi=10.1016%2f0022-2011%2869%2990241-9&partnerID=40&md5=1d5dc2e67460caf404969c5355fbffca","Academic Faculties of Genetics, Entomology The Ohio State University, Columbus, OH 43210, United States","Rinderer, T.E., Academic Faculties of Genetics, Entomology The Ohio State University, Columbus, OH 43210, United States; Rothenbuhler, W.C., Academic Faculties of Genetics, Entomology The Ohio State University, Columbus, OH 43210, United States","Queen, worker, and drone honey-bee (Apis mellifera) larvae of similar ages and genotypes were given, in their food, a constant dosage of water-suspended Bacillus larvae spores, or water only, in 10 experimental replications. Pooled data from all replications showed that spore treatment resulted in about 93% mortality of female larvae reared as queens, 82% mortality of those reared as workers, and 68% mortality of the male (drone) larvae. Control treatment mortality was less than 5% for each caste. Chi square analyses of mortality associated with control treatments showed no significant differences between any two of the three castes, whereas mortality differences between castes following spore treatments were highly significant and are interpreted as resulting from differences in resistance. These differences in resistance are attributed to differences in food supplied by adult bees to the larvae. © 1969.",,Article,,Scopus,2-s2.0-0002935142
"Kulinčević J.M., Stairs G.R., Rothenbuhler W.C.","A disease of the honey bee causing behavioral changes and mortality",1969,"Journal of Invertebrate Pathology","14","1",,"13","17",,14,10.1016/0022-2011(69)90004-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014548754&doi=10.1016%2f0022-2011%2869%2990004-4&partnerID=40&md5=3a5a72536e20db66fb8e04ab1504cadd","Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States","Kulinčević, J.M., Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States; Stairs, G.R., Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States; Rothenbuhler, W.C., Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States","A disease of Apis mellifera adults was observed to cause abnormal behavior and mortality. Tests conducted on colonies isolated in observation hives and in flight cages showed that diseased bees were often attacked by other bees in the colony and, as a result of the attacking, diseased bees became black and hairless. The attacking bees themselves became infected, hence, the disease was transmitted through the colony. Occasionally diseased bees were not attacked but withdrew from the main cluster and died. Bacteria-free suspensions prepared from diseased bees were infectious when injected into healthy bees and a number of viruslike particles were found in these suspensions. The effect of the disease on the welfare of the colony was followed by the experimental introduction of diseased bees into healthy normal colonies. © 1969.",,Article,,Scopus,2-s2.0-0014548754
"Rose R.I., Briggs J.D.","Resistance to American foulbrood in honey bees IX. Effects of honey-bee larval food on the growth and viability of Bacillus larvae",1969,"Journal of Invertebrate Pathology","13","1",,"74","80",,18,10.1016/0022-2011(69)90240-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002935140&doi=10.1016%2f0022-2011%2869%2990240-7&partnerID=40&md5=f7f6dd67e00143fc9814a5201e90353a","Academic Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States","Rose, R.I., Academic Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States; Briggs, J.D., Academic Faculty of Entomology, The Ohio State University, Columbus, OH 43210, United States","Experiments were designed to learn whether there are any differences between honey-bee (Apis mellifera) larval food from American-foulbrood-resistant and American-foulbrood-susceptible lines of bees in regard to antimicrobial action on Bacillus larvae, the pathogenic agent of American foulbrood, cultured in vitro. To test for inhibition of germination, spores were exposed to various concentrations of brood food from both genetic lines in culture medium, heat-shocked to kill vegetable cells, and then plated for germination of those spores which were inhibited from germinating. Results indicated that brood food, from an American-foulbrood-resistant line (Brown) of bees was more effective in inhibiting spore germination than brood food from a disease-susceptible line (Van Scoy). Tests for effects of brood food on vegetable cells involved their exposure for different periods of time to various concentrations of the food in an aqueous medium. It was found that brood food from the resistant line was more effective in reducing the number of viable vegetable cells than brood food from the susceptible line. © 1969.",,Article,,Scopus,2-s2.0-0002935140
"Dustmann J.H.","Pigment studies on several eye-colour mutants of the honey bee, Apis mellifera",1968,"Nature","219","5157",,"950","952",,15,10.1038/219950b0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014436712&doi=10.1038%2f219950b0&partnerID=40&md5=bb87096684abace33bbf3610b36e4565","Department of Entomology, University of California, Davis, CA, United States; Bieneninstitut, 31 Celle, Germany","Dustmann, J.H., Department of Entomology, University of California, Davis, CA, United States, Bieneninstitut, 31 Celle, Germany","ANALYSES of eye-colour mutants have brought important contributions to the genetics, as well as to the biochemistry, of pigment metabolism of insects1. As in Drosophila, Ephestia and Bombyx, mutants have been found in Apis mellifera which are more or less different in their eye colour2,3. Although several genetic studies have been carried out on these honey bee mutations3,4, their characteristic phenotypes have not been analysed chemically. The objective of the research reported here was to identify the substances producing the eye colour of the mutants and to follow every change in their metabolism so that all mutants could be chemically characterized. © 1968 Nature Publishing Group.",,Letter,,Scopus,2-s2.0-0014436712
"Weaver N., Johnston N.C., Benjamin R., Law J.H.","Novel fatty acids from the royal jelly of honeybees (Apis mellifera, L.)",1968,"Lipids","3","6",,"535","538",,17,10.1007/BF02530898,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249191020&doi=10.1007%2fBF02530898&partnerID=40&md5=00787f8864ed62ccf15c3bbf1d1f28fc","Department of Biochemistry, University of Chicago, Chicago, 60637, Illinois, United States","Weaver, N., Department of Biochemistry, University of Chicago, Chicago, 60637, Illinois, United States; Johnston, N.C., Department of Biochemistry, University of Chicago, Chicago, 60637, Illinois, United States; Benjamin, R., Department of Biochemistry, University of Chicago, Chicago, 60637, Illinois, United States; Law, J.H., Department of Biochemistry, University of Chicago, Chicago, 60637, Illinois, United States","Three new compounds isolated from the royal jelly of honeybees (Apis mellifera, L.) have been identified as 8-hydroxyoctanoic acid, 3-hydroxydecanoic acid and a dextrorotatory isomer of 3,10-dihydroxydecanoic acid. © 1968 American Oil Chemists' Society.",,Article,,Scopus,2-s2.0-51249191020
"Marquardt R.R., Carlson C.W., Brosemer R.W.","Glyceraldehydephosphate dehydrogenase: Crystallization from honeybees; Quantitative immunochemical and electrophoretic comparisons of the enzyme in other insects",1968,"Journal of Insect Physiology","14","3",,"317","320,IN3-IN4,321-333",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014256455&partnerID=40&md5=3e60afd6f9b00607afadf450e5718032","Department of Chemistry, Washington State University, Pullman, WA 99163, United States","Marquardt, R.R., Department of Chemistry, Washington State University, Pullman, WA 99163, United States; Carlson, C.W., Department of Chemistry, Washington State University, Pullman, WA 99163, United States; Brosemer, R.W., Department of Chemistry, Washington State University, Pullman, WA 99163, United States","Glyceraldehydephosphate dehydrogenase (EC 1.2.1.12) was crystallized from honeybee (Apis mellifera) thoraces. The yellow colour of the crystals is due to diphosphopyridine nucleotide bound to the enzyme. The sedimentation coefficient of the honeybee enzyme is the same as that reported for the enzyme from other species. A small amount of the dehydrogenase was also crystallized from bumblebee (Bombus nevadensis) thoraces. Rabbit antibodies directed against the pure honeybee enzyme were prepared, and the cross-reaction with extracts of other insects quantitatively measured with the micro-complement fixation technique. The order of decreasing cross-reaction is: honeybee, leafcutting bee, bumblebee (three species)-lobster-mining bee, flesh fly. The order: honeybee, leafcutting bee, bumblebee, was also observed in two-dimensional immunodiffusion and in a precipitin test. The relative cross-reaction of this enzyme, thus, varies considerably from the classical taxonomy of the species tested. The anomalous immunochemical properties of the glyceraldehyde-P dehydrogenases may be due to the relatively conservative changes in primary structure of this protein during evolution. Electrophoretic patterns of glyceraldehyde-P dehydrogenase activity reveal one band in extracts of honeybees and bumblebees, three bands in extracts of leafcutting bees and flesh flies, and up to five bands in extracts of mining bees. © 1968.",,Article,,Scopus,2-s2.0-0014256455
"Roberts M.D.","Fatty acids in honey bees (Apis mellifera) infected with the protozoan Nosema apis",1968,"Journal of Invertebrate Pathology","11","2",,"234","236",,11,10.1016/0022-2011(68)90154-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343746121&doi=10.1016%2f0022-2011%2868%2990154-7&partnerID=40&md5=8a4388b54ddbb560be96439b8047d8e6","Entomology Research Division, Agriculture Research Service, U. S. Department of Agriculture, Baton Rouge, Louisiana 708032 2 Present address: Department of Biology; South Texas Junior College; 1 Main Street; Houston, Texas 77002.USA","Roberts, M.D., Entomology Research Division, Agriculture Research Service, U. S. Department of Agriculture, Baton Rouge, Louisiana 708032 2 Present address: Department of Biology; South Texas Junior College; 1 Main Street; Houston, Texas 77002.USA","Lipids extracted from honey bees (Apis mellifera) infected with Nosema apis and from uninfected bees were analyzed for total fatty acids by gas-liquid chromatography. Qualitative differences were found in the types of fatty acids present. In infected bees the relative percentages of fatty acids with carbon chain lengths of C18:1 and C18:0 decreased and those with chain lengths of C16:0, C18:2 and C18:3 increased. © 1968.",,Article,,Scopus,2-s2.0-0343746121
"Hoage T.R., Kessel R.G.","An electron microscope study of the process of differentiation during spermatogenesis in the drone honey bee (Apis mellifera L.) with special reference to centriole replication and elimination",1968,"Journal of Ultrasructure Research","24","1-2",,"6","32",,81,10.1016/S0022-5320(68)80014-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014313968&doi=10.1016%2fS0022-5320%2868%2980014-0&partnerID=40&md5=03f26902a331ef449d2e7b8322206240","Department of Zoology, University of Iowa, Iowa City, IA 52240, United States","Hoage, T.R., Department of Zoology, University of Iowa, Iowa City, IA 52240, United States; Kessel, R.G., Department of Zoology, University of Iowa, Iowa City, IA 52240, United States","Spermatogenesis in the honey bee (Apis mellifera L.) differs from the process in diploid insects in several ways. The primary spermatocytes in the haploid drone undergo an abortive first meiotic division and, further, an unequal division of the secondary spermatocyte occurs. The result is two spermatids rather than the typical four. Associated with the first meiotic division, a centriole replication process occurs resulting in supernumary centrioles; the latter are eliminated from the cells through cytoplasmic blebs prior to the second meiotic division. During the centriole replication process, several single annulate lamellae appear to be differentiated from pre-existing lamellae of endoplasmic reticulum. An amorphous granular material is observed to surround the replicating centrioles, and it is similar to material located in the pores of the annulate lamellae and nuclear envelope. Because of the specific orientation which the annulate lamellae illustrate relative to the replicating centrioles, it is postulated that they are somehow involved in the accumulation of material utilized in centriole replication. The secondary spermatocyte spindle has associated with it a nuclear ""wall"" composed of alternate vesicular and compact layers of endoplasmic reticulum. The innermost layer of this wall appears to give rise to the spermatid nuclear envelope. Spermatocytes are interconnected by intercellular bridges throughout the process of spermatogenesis and it is postulated that this syncytium synchronizes the division process. Spermiogenesis in the honey bee is similar to that observed in a number of other insects. © 1968 Academic Press Inc.",,Article,,Scopus,2-s2.0-0014313968
"Nelson D.A., O'Connor R.","The venom of the honeybee (Apis mellifera): free amino acids and peptides.",1968,"Canadian journal of biochemistry","46","10",,"1221","1226",,9,10.1139/o68-182,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014346428&doi=10.1139%2fo68-182&partnerID=40&md5=7483f5b848abffe8ea3ef823c5587cc1",,"Nelson, D.A.; O'Connor, R.",[No abstract available],,Article,,Scopus,2-s2.0-0014346428
"Morimoto H.","The Use of the Labial Palpus as a Measure of Proboscis Length in Worker Honeybees Apis Mellifera Ligustica and Apis Cerana Cerana",1968,"Journal of Apicultural Research","7","3",,"147","150",,4,10.1080/00218839.1968.11100205,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040255413&doi=10.1080%2f00218839.1968.11100205&partnerID=40&md5=8fc63ce9fdfa9249059c1c073d306a54","Faculty of Agriculture, University of Miyazaki, Japan","Morimoto, H., Faculty of Agriculture, University of Miyazaki, Japan","It is shown that measurement of the labial palpus can give a useful estimate of proboscis length; correlation coefficients are given for bees of both species. Differences between the two species for all measurements of proboscis parts were highly significant. For measurements that were closely correlated with the length of labial palpus, differences between two colonies of the same species (and race) were also highly significant. Other conclusions are drawn from the results about the relative lengths of parts of the proboscis. © 1968, Taylor & Francis Group, LLC. All rights reserved.",,Article,,Scopus,2-s2.0-0040255413
"Rekos J.","Contribution to the inhalation anesthesia of the honey-bearing bee (Apis mellifera L.) [Prispevok k inhalacnej anestéza vcely medonosnej (Apis mellifera L.)]",1968,"Biologia","23","8",,"617","622",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014226875&partnerID=40&md5=77ab0d97fdc459a7b2a21d191ea96c11",,"Rekos, J.",[No abstract available],,Article,,Scopus,2-s2.0-0014226875
"Gunnison A.F., Morse R.A.","Source of the ether-soluble organies of stings of the honey bee, Apis mellifera (Hymenoptera: Apidae).",1968,"Annals of the Entomological Society of America","61","1",,"5","8",,9,10.1093/aesa/61.1.5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014232307&doi=10.1093%2faesa%2f61.1.5&partnerID=40&md5=d95a6dc1b48d7275e8c0197e14138d59",,"Gunnison, A.F.; Morse, R.A.",[No abstract available],,Article,,Scopus,2-s2.0-0014232307
"Tripathi R.K., Dixon S.E.","Haemolymph esterases in the female larval honeybee, Apis mellifera L., during caste development.",1968,"Canadian journal of zoology","46","5",,"1013","1017",,24,10.1139/z68-141,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014330987&doi=10.1139%2fz68-141&partnerID=40&md5=e9226477f80955fd1be642dcfeaad01e",,"Tripathi, R.K.; Dixon, S.E.",[No abstract available],,Article,,Scopus,2-s2.0-0014330987
"Butler C.G., Callow R.K.","Pheromones of the honeybee (Apis mellifera L.): the “inhibitory scent” of the queen",1968,"Proceedings of the Royal Entomological Society of London. Series A, General Entomology","43","4-6",,"62","65",,19,10.1111/j.1365-3032.1968.tb01027.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009951523&doi=10.1111%2fj.1365-3032.1968.tb01027.x&partnerID=40&md5=d9a51535fa1ca184e419a5d78369527a","Rothamsted Experimental Station, Hertfordshire, United Kingdom","Butler, C.G., Rothamsted Experimental Station, Hertfordshire, United Kingdom; Callow, R.K., Rothamsted Experimental Station, Hertfordshire, United Kingdom","The queen's “inhibitory scent”, which acts additionally to the contact effect of 9‐oxodec‐2‐enoic acid, is identified. © 1968 Royal Entomological Society",,Article,,Scopus,2-s2.0-0009951523
"Hort I., Herz A.","Effect of the venom of the bee Apis mellifera on osmotic fragility of cattle RBC",1968,"Toxicon","5","3",,"181","186",,,10.1016/0041-0101(68)90087-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014250948&doi=10.1016%2f0041-0101%2868%2990087-1&partnerID=40&md5=0376456f37db5a550360107025b86a40","Department of Physiology and Anatomy, The Hebrew University Faculty of Agriculture, Rehovot, Israel","Hort, I., Department of Physiology and Anatomy, The Hebrew University Faculty of Agriculture, Rehovot, Israel; Herz, A., Department of Physiology and Anatomy, The Hebrew University Faculty of Agriculture, Rehovot, Israel","The effect of bee venom on the osmotic fragility of cattle RBC was established using a method of recording the gradual osmotic hemolysis of the erythrocytes. The relative values of the RBC populations were obtained by direct planimetration of the area under derivative curves. Increased fragility and fusion of the two RBC populations into one were determined in relation to the venom concentration and the time interval during which the venom was present in the RBC suspension. The fragiligrams were typical and reproducible, suggesting a new test for the effects of bee venom on blood. © 1968.",,Article,,Scopus,2-s2.0-0014250948
"Bailey L.","The measurement and interrelationships of infections with Nosema apis and Malpighamoeba mellificae of honey-bee populations",1968,"Journal of Invertebrate Pathology","12","2",,"175","179",,13,10.1016/0022-2011(68)90174-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842320286&doi=10.1016%2f0022-2011%2868%2990174-2&partnerID=40&md5=fe1dfb5c5fcdeacb5a30f6d9f2845201","Rothamsted Experimental Station, Harpenden, Herts England, United Kingdom","Bailey, L., Rothamsted Experimental Station, Harpenden, Herts England, United Kingdom","The numbers of spores of Nosema apis or cysts of Malpighamoeba mellificae, in samples of honey bees, (Apis mellifera) were correlated with the percentage of bees infected. Colonies infected with both parasites were more than expected by change and contained more bees infected with N. apis than usually occur in colonies with N. apis alone. M. mellificae multiplies less than N. apis in individual bees and does not cause obvious sickness. © 1968.",,Article,,Scopus,2-s2.0-1842320286
"Benton A.W., Morse R.A.","Venom Toxicity and Proteins of the Genus Apis",1968,"Journal of Apicultural Research","7","3",,"113","118",,5,10.1080/00218839.1968.11100200,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008997477&doi=10.1080%2f00218839.1968.11100200&partnerID=40&md5=795155b815e6aa3811f8105b0d6f0d0d","Department of Entomology, Pennsylvania State University, Pa, United States; Department of Entomology, Cornell University, Ithaca, N.Y., United States","Benton, A.W., Department of Entomology, Pennsylvania State University, Pa, United States; Morse, R.A., Department of Entomology, Cornell University, Ithaca, N.Y., United States","Pure venoms from Apis dorsata, A. florea and A. indica (cerano) were collected and analysed for the first time, and compared with venoms from European and U.S. strains of Apis mellifera. The high toxicity attributed to A. dorsata venom could not be confirmed. Taxonomic relationships between the venoms are discussed. © 1968, Taylor & Francis Group, LLC. All rights reserved.",,Article,,Scopus,2-s2.0-0008997477
"Camargo J.M., Gonçalves L.S.","Note on Techniques for Instrumental Insemination of Queen Honeybees",1968,"Journal of Apicultural Research","7","3",,"157","161",,,10.1080/00218839.1968.11100207,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945628358&doi=10.1080%2f00218839.1968.11100207&partnerID=40&md5=3e51af68b80dc4b7191917df33a46b83","Departamento de Genética, Faculdade de Medicina de Ribeirão Prêto da U. S. P., Ribeirão Prêto, S. P., Brazil","Camargo, J.M., Departamento de Genética, Faculdade de Medicina de Ribeirão Prêto da U. S. P., Ribeirão Prêto, S. P., Brazil; Gonçalves, L.S., Departamento de Genética, Faculdade de Medicina de Ribeirão Prêto da U. S. P., Ribeirão Prêto, S. P., Brazil","The two techniques described proved especially useful in routine insemination of Apis mellifera adansonii queens. The vaginal orifice is stained with Fast Green, and the valvefold is held out of the way of the syringe by using a micromanipulator that is described and illustrated. © 1968, Taylor & Francis Group, LLC. All rights reserved.",,Article,,Scopus,2-s2.0-84945628358
"Ehara S.","On two mites of economic importance in japan: Arachnida: Acarina",1968,"Applied Entomology and Zoology","3","3",,"124","129",,2,10.1303/aez.3.124,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007967037&doi=10.1303%2faez.3.124&partnerID=40&md5=a4425d17d4f6c144891300c167c5851d","Biological Institute, Faculty of Education, Tottori University, Tottori, Japan","Ehara, S., Biological Institute, Faculty of Education, Tottori University, Tottori, Japan","Two mites, Varroa jacobsoni Oudemans (ectoparasite of Apis mellifera L.) and Brevipalpus russulus (Boisduval) (pest of cactus), were redescribed and illustrated on the basis of Japanese specimens. V. jacobsoni was recorded from Cambodia for the first time. It was added that the honeybee tracheal mite Acarapis woodi (Rennie) has not been found within Japan. Brevipalpus russulus was first recorded from Japan. © 1968, JAPANESE SOCIETY OF APPLIED ENTOMOLOGY AND ZOOLOGY. All rights reserved.",,Article,,Scopus,2-s2.0-85007967037
"Sutter G.R., Rothenbuhler W.C., Raun E.S.","Resistance to American foulbrood in honey bees. VII. Growth of resistant and susceptible larvae",1968,"Journal of Invertebrate Pathology","12","1",,"25","28",,19,10.1016/0022-2011(68)90239-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001947037&doi=10.1016%2f0022-2011%2868%2990239-5&partnerID=40&md5=29db6f9729832a626f4d17b5e155ddc0","Iowa State University, Ames, IA 50010, United States","Sutter, G.R., Iowa State University, Ames, IA 50010, United States; Rothenbuhler, W.C., Iowa State University, Ames, IA 50010, United States; Raun, E.S., Iowa State University, Ames, IA 50010, United States","Growth of larvae of two genetically different lines of the honey bee, Apis mellifera, one resistant and one susceptible to American foulbrood (AFB) disease, was determined in three genetically different nurse colonies. Larval weight of the resistant line were significantly greater than larval weights of the susceptible line from the 48-hr to the 144-hr age when reared in the same colony. Larvae reared in a nurse colony of the susceptible line weighed significantly more at 24-hr to 120-hr ages than genetically similar larvae reared in a colony of the resistant line. Larvae reared in a commercial hybrid nurse colony ranged from intermediate to approximately the same weight as those reared in the susceptible colony. All larvae reached approximately similar weights by 144 hr of age. © 1969.",,Article,,Scopus,2-s2.0-0001947037
"Vecchi M.A., Giordani G.","Chemotherapy of acarine disease I. Laboratory tests",1968,"Journal of Invertebrate Pathology","10","2",,"390","416",,4,10.1016/0022-2011(68)90099-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344905771&doi=10.1016%2f0022-2011%2868%2990099-2&partnerID=40&md5=733decfcc2d624eab45eca114ed6f52f","Istituto Nazionale di Apicoltura, Bologna, Italy","Vecchi, M.A., Istituto Nazionale di Apicoltura, Bologna, Italy; Giordani, G., Istituto Nazionale di Apicoltura, Bologna, Italy","Tests were conducted in the laboratory to determine the efficacy of eight chemotherapeutic agents (chosen from among substances that are volatile at ordinary temperatures) on the mite, Acarapis woodi, parasitic on the honey bee, Apis mellifera. Among these, only menthol, in the various formulations and conditions adopted, constantly showed good acaricide power, much more rapid and effective on adults than on the immature stages of the parasite. The data collected on over 5,500 honey bees bring to light, among other things, the existence of a complex relation-ship, having as its principal terms the mortality of the mites on one hand, and the degree of infestation and the amount of menthol evaporated in a given period on the other. In particular, the intensity of the initial evaporation, necessary for the elimination of the mass of the parasites, appears to be a fundamental presupposition and necessity for the success of the treatment. Some indications suggest the possibility of achieving, by means of menthol applied in accordance with given methods, the widely hoped disinfestation of live material (bees) which is the object of international and national trade. © 1968.",,Article,,Scopus,2-s2.0-0344905771
"Burges H.D., Bailey L.","Control of the greater and lesser wax moths (Galleria mellonella and Achroia grisella) with Bacillus thuringiensis",1968,"Journal of Invertebrate Pathology","11","2",,"184","195",,14,10.1016/0022-2011(68)90148-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014317779&doi=10.1016%2f0022-2011%2868%2990148-1&partnerID=40&md5=9abbaf2237bd48a853934d47088f5cc5","Pest Infestation Laboratory, Slough, Bucks England, United Kingdom; Rothamsted Experimental Station, Harpenden, Herts England, United Kingdom","Burges, H.D., Pest Infestation Laboratory, Slough, Bucks England, United Kingdom, Rothamsted Experimental Station, Harpenden, Herts England, United Kingdom; Bailey, L., Pest Infestation Laboratory, Slough, Bucks England, United Kingdom, Rothamsted Experimental Station, Harpenden, Herts England, United Kingdom","A commercial formulation of Bacillus thuringiensis incorporated into cold beeswax, and hence into bee combs, controlled the wax moths, Galleria mellonella and Achroia grisella, without harming the bees (Apis mellifera). Treated combs used continuously by bees remained resistant to G. mellonella after two seasons. In laboratory tests with G. mellonella, the LD50 of commercial preparations of B. thuringiensis, serotypes I or V, was 4.1 × 10-3 to 1.1 × 10-2 % dry w/w in brood comb (=1.23 × 106 to 3.5 × 106 live spores/g of brood comb). The values for A. grisella were larger. Tests with purified spores and endotoxin-crystal-enriched preparations showed that the crystal was the most important lethal factor for G. mellonella. Heat decreased the number of spores germinating in agar and also the effect of crystals against wax moths at similar rates, crystals becoming almost ineffective after 30 min at 95°C. It is not practicable therefore, to add B. thuringiensis while the wax is molten during the manufacture of comb foundation. © 1968.",,Article,,Scopus,2-s2.0-0014317779
