Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Free J.B., Williams I.H., Pinset R.J.F.H., Townshend A., Basi M.S., Graham C.L.","Using foraging honeybees to sample an area for trace metals",1983,"Environment International","9","1",,"9","12",,18,10.1016/0160-4120(83)90108-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020643132&doi=10.1016%2f0160-4120%2883%2990108-3&partnerID=40&md5=4facf0bbda3533e44d4035409eb44681","Rothamsted Experimental Station, Harpenden, Hertfordshire England, United Kingdom; Royal College of General Practitioners, Harborne, Birmingham, England; Department of Chemistry, University of Birmingham, England, United Kingdom","Free, J.B., Rothamsted Experimental Station, Harpenden, Hertfordshire England, United Kingdom; Williams, I.H., Rothamsted Experimental Station, Harpenden, Hertfordshire England, United Kingdom; Pinset, R.J.F.H., Royal College of General Practitioners, Harborne, Birmingham, England; Townshend, A., Department of Chemistry, University of Birmingham, England, United Kingdom; Basi, M.S., Department of Chemistry, University of Birmingham, England, United Kingdom; Graham, C.L., Department of Chemistry, University of Birmingham, England, United Kingdom","The metal contents of pollen loads gathered by honeybees have been determined in areas with known concentrations of soil-borne heavy metals. The manganese, zinc, copper, and lead contents of the pollen loads reflected those of the environment, indicating that honeybee colonies might be used to sample areas. © 1983.",,Article,,Scopus,2-s2.0-0020643132
"Pham M.H., Fonta C., Masson C.","Olfactory learning in honeybee and bumblebee: A comparative study by associative conditioning [L'APPRENTISSAGE OLFACTIF CHEZ L'ABEILLE ET LE BOURDON: UNE ETUDE COMPAREE PAR CONDITIONNEMENT ASSOCIATIF]",1983,"Comptes Rendus des Seances de l'Academie des Sciences - Series III","296","10",,"501","506",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020574925&partnerID=40&md5=4ab5113d030f8faeba4dd01a9087b0b5","Lab. Neurobiol. Sens. Insecte, CNRS-INRA, Stn. Rech. Abeille, 91440 Bures-sur-Yvette, France","Pham, M.H., Lab. Neurobiol. Sens. Insecte, CNRS-INRA, Stn. Rech. Abeille, 91440 Bures-sur-Yvette, France; Fonta, C., Lab. Neurobiol. Sens. Insecte, CNRS-INRA, Stn. Rech. Abeille, 91440 Bures-sur-Yvette, France; Masson, C., Lab. Neurobiol. Sens. Insecte, CNRS-INRA, Stn. Rech. Abeille, 91440 Bures-sur-Yvette, France",[No abstract available],,Article,,Scopus,2-s2.0-0020574925
"Pham Delegue M.H., Masson C.","Study of recruiting process among honeybee foragers as a function of odor signals associated with a food source [PROCESSUS DE RECRUTEMENT D'ABEILLES BUTINEUSES EN FONCTION DES SIGNAUX ODORANTS ASSOCIES A UNE SOURCE ALIMENTAIRE]",1983,"Comptes Rendus des Seances de l'Academie des Sciences - Series III","296","17",,"823","828",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021078151&partnerID=40&md5=33004ff439d5dbb974c3477c486ad3ce","Lab. Neurobiol. Senso. Insecte, CNRS-INRA, Stn. Rech. Abeille Insectes Soc., 91440 Bures-sur-Yvette, France","Pham Delegue, M.H., Lab. Neurobiol. Senso. Insecte, CNRS-INRA, Stn. Rech. Abeille Insectes Soc., 91440 Bures-sur-Yvette, France; Masson, C., Lab. Neurobiol. Senso. Insecte, CNRS-INRA, Stn. Rech. Abeille Insectes Soc., 91440 Bures-sur-Yvette, France",[No abstract available],,Article,,Scopus,2-s2.0-0021078151
"Mayer D.F., Johansen C.A.","Occurrence of honey bee (Hymenoptera: Apidae) poisoning in Eastern Washington",1983,"Environmental Entomology","12","2",,"317","320",,6,10.1093/ee/12.2.317,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020965834&doi=10.1093%2fee%2f12.2.317&partnerID=40&md5=5c07d8ea715aaeed9c6600abc0e236d7","Dep. Entomol., Washington State Univ., IAREC, Prosser, WA 99350, United States","Mayer, D.F., Dep. Entomol., Washington State Univ., IAREC, Prosser, WA 99350, United States; Johansen, C.A., Dep. Entomol., Washington State Univ., IAREC, Prosser, WA 99350, United States","Commercial apiaries were monitored with dead bee hive entrance traps in several agriculture areas of eastern Washington during 1979-1981. Low to moderate kills of honey bees occur periodically throughout much of the season in the more diversified crop areas sampled, the Yakima Valley and the Columbia Basin. Certain regions with less intensive insecticide usage, the Kittitas Valley, the Mattawa area, and the Touchet area, are much safer for summer bee pasture.",,Article,,Scopus,2-s2.0-0020965834
"Saiovici M.","9-Oxodecenoic Acid and Dominance in Honeybees",1983,"Journal of Apicultural Research","22","1",,"27","32",,11,10.1080/00218839.1983.11100556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009022291&doi=10.1080%2f00218839.1983.11100556&partnerID=40&md5=87a676c994d421784d76b75ac3aa334f","Laboratory of Comparative Physiology, University of Utrecht, Utrecht, Netherlands; Department of Zoology, Bristol University, Bristol, United Kingdom","Saiovici, M., Laboratory of Comparative Physiology, University of Utrecht, Utrecht, Netherlands, Department of Zoology, Bristol University, Bristol, United Kingdom","Removal of the mandibular glands from workers of Apis mellifera capensis did not interfere with their becoming reproductively dominant in a group of Apis mellifera mellifera workers. Activation of the ovaries of the mellifera workers was inhibited in the presence of Cape bees either with or without their mandibular glands. Gas chromatography plus mass spectrometry confirmed that the main component of the mandibular glands was (E)-9-oxo-2-decenoic acid (75% by weight). © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0009022291
"Free J.B., Ferguson A.W., Pickett J.A.","A synthetic pheromone lure to induce worker honeybees to consume water and artificial forage",1983,"Journal of Apicultural Research","22","4",,"224","228",,3,10.1080/00218839.1983.11100591,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950651929&doi=10.1080%2f00218839.1983.11100591&partnerID=40&md5=34068f0cb8fd7a0a8ba5f37dd3390b3f","Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom","Free, J.B., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom; Ferguson, A.W., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom; Pickett, J.A., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom","Synthetic Nasonov pheromone lures that attract honeybee (Apis mellifera) swarms also stimulated bees to consume water, pollen substitute and sucrose syrup offered inside their hives, and water and sucrose syrup provided in the field. The possible value of this to beekeeping is discussed. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-84950651929
"Moritz R.F.A.","Homogeneous mixing of honeybee semen by centrifugation",1983,"Journal of Apicultural Research","22","4",,"249","255",,38,10.1080/00218839.1983.11100595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000519215&doi=10.1080%2f00218839.1983.11100595&partnerID=40&md5=cc76eaf01f866cd60c9c68bfc893acb6","Institut für Bienenkunde an der Universität Frankfurt a.M., Karl von Frisch Weg 2, Oberursel, 637, Germany","Moritz, R.F.A., Institut für Bienenkunde an der Universität Frankfurt a.M., Karl von Frisch Weg 2, Oberursel, 637, Germany","Distribution of semen in the spermatheca of the queen honeybee (Apis mellifera camica) was determined by using genetic markers (cd, pe, di). With washing and centrifugation the semen was mixed homogeneously. If the semen was not treated the distribution was not homogeneous, and sperms of each mutant fertilized the eggs laid by the queen at constant frequencies. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0000519215
"Klungness L.M., Peng Y.-S.","A scanning electron microscopic study of pollen loads collected and stored by honeybees",1983,"Journal of Apicultural Research","22","4",,"264","271",,11,10.1080/00218839.1983.11100598,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342858537&doi=10.1080%2f00218839.1983.11100598&partnerID=40&md5=c87ef142b23eebb8c97a583a794316db","Department of Entomology, University of California, Davis, CA, 95616, United States","Klungness, L.M., Department of Entomology, University of California, Davis, CA, 95616, United States; Peng, Y.-S., Department of Entomology, University of California, Davis, CA, 95616, United States","It was observed that honeybees (Apis mellifera) frequently mixed pollen species in their corbicular pollen loads even when little competitive bloom was available. From the time the bees collected it, pollen was stored without visible evidence of damage or digestion of the grain walls; even the osmotic potential of the pollen membrane in the stored pollen (bee bread) was retained. Growth of fungi was inhibited in the stored pollen, but some other microorganisms multiplied. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0342858537
"Free J.B., Ferguson A.W., Pickett J.A.","Effect of the components of the nasonov pheromone on its release by honeybees at the hive entrance",1983,"Journal of Apicultural Research","22","3",,"155","157",,3,10.1080/00218839.1983.11100580,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950633966&doi=10.1080%2f00218839.1983.11100580&partnerID=40&md5=6c003c39ad9d688823ad50286bcb77ff","Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom","Free, J.B., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom; Ferguson, A.W., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom; Pickett, J.A., Rothamsted Experimental Station, Harpenden, Herts, AL5 2JQ, United Kingdom","Synthetic (E)-citral, geraniol, nerolic acid and geranic acid components of the Nasonov gland pheromone induce worker honeybees (Apis mellifera) to release Nasonov pheromone at their hive entrance. Mixtures lacking any one of these 4 components stimulated pheromone release less effectively, but absence of nerol or (E, E)-farnesol increased effectiveness. The implication of these results for the development of a lure to attract honeybee swarms is discussed. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-84950633966
"Vandenberg J.D., Stephen W.P.","Pathogenicity of Ascosphaera Species for Larvae of Megachile Rotunda Ta",1983,"Journal of Apicultural Research","22","1",,"57","63",,4,10.1080/00218839.1983.11100560,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917811467&doi=10.1080%2f00218839.1983.11100560&partnerID=40&md5=143b4630b9c6b5571f60982408f7d7b8","Department of Entomology, Oregon State University, Corvallis, OR, 97331, United States; Bioenvironmental Bee Laboratory, Federal Research Sciences and Education Administration, USDA, Beltsville, MD, United States","Vandenberg, J.D., Department of Entomology, Oregon State University, Corvallis, OR, 97331, United States, Bioenvironmental Bee Laboratory, Federal Research Sciences and Education Administration, USDA, Beltsville, MD, United States; Stephen, W.P., Department of Entomology, Oregon State University, Corvallis, OR, 97331, United States","Several Ascosphaera species were tested for their pathogenicity for larvae of the alfalfa leafcutting bee, Megachile rotundata. Larvae were reared aseptically on a sterile pollen-based diet and inoculated at 6 days of age with spores of the fungi. A. aggregata caused the distinctive syndrome called ‘chalk brood’. Both A. apis and A. proliperda were pathogenic for larvae and produced syndromes similar to chalk brood in Apis mellifera. Chalk brood in M. rotundata was characterized by colour changes and sporulation of A. aggregata beneath the host cuticle. A. apis and A. proliperda caused no colour changes in infected larvae; white mycelia erupted through the cuticle before sporulation occurred. A. atra and A. major grew saprophytically on provisions of leafcutting-bee cells and did not cause larval disease. Spores taken from larvae killed by A. apis or A. proliperda grew less readily on the pollen diet, and appeared to be more virulent, than spores taken from subcultures. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-84917811467
"Brouwers E.V.M.","Activation of the hypopharyngeal glands of honeybees in Winter",1983,"Journal of Apicultural Research","22","3",,"137","141",,40,10.1080/00218839.1983.11100576,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000843724&doi=10.1080%2f00218839.1983.11100576&partnerID=40&md5=4f9262cb1ba4396fd22d108f69f062e9","Laboratory of Entomology, Agricultural University, Po Box 8031, Wageningen, EH 6700, Netherlands","Brouwers, E.V.M., Laboratory of Entomology, Agricultural University, Po Box 8031, Wageningen, EH 6700, Netherlands","Although the hypopharyngeal glands of overwintering worker honeybees (Apis mellifera) are hypertrophied, glands isolated from such bees were found to display low rates of protein synthesis in vitro. In the presence of brood, protein synthesis was activated to a maximum within 3 days; in the absence of brood, however, neither pollen consumption nor juvenile hormone treatment of workers stimulated protein synthesis. When the colony was transferred to a flight room, workers’ hypopharyngeal glands remained activated for several weeks while the first brood was being reared. Later, only newly emerged bees were involved in rearing brood. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0000843724
"Southwick E.E.","The honey bee cluster as a homeothermic superorganism",1983,"Comparative Biochemistry and Physiology -- Part A: Physiology","75","4",,"641","645",,29,10.1016/0300-9629(83)90434-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000433430&doi=10.1016%2f0300-9629%2883%2990434-6&partnerID=40&md5=2c86ec69eb55dfc4f12eaec96ca65043","Department of Biological Sciences, State University of New York, College at Brockport, NY 14420, United States","Southwick, E.E., Department of Biological Sciences, State University of New York, College at Brockport, NY 14420, United States","1. 1. In winter, oxygen consumption of honey bee (Apis mellifera L.) clusters resembles that of birds and mammals. 2. 2. Intact clusters of 10-20,000 bees increase metabolism when exposed to cold environmental temperatures. Below 10°C, metabolic rate (W kg-1) increases as a function of decreasing ambient temperature following the relation MR = 7.96 - 0.24 T (Fig. 1). 3. 3. Insulative properties of the cluster are estimated and discussed. 4. 4. At moderate ambient temperatures (10-14°C), the cluster ""breaks"" resulting in a massive increase in total surface area for heat exchange and concomitant large increase in metabolism. © 1983.",,Article,,Scopus,2-s2.0-0000433430
"Blum M.S., Fales H.M., Jones T.H., Rinderer T.E., Tucker K.W.","Caste-specific esters derived from the queen honey bee sting apparatus",1983,"Comparative Biochemistry and Physiology -- Part B: Biochemistry and","75","2",,"237","238",,12,10.1016/0305-0491(83)90320-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020626952&doi=10.1016%2f0305-0491%2883%2990320-6&partnerID=40&md5=e114b4c53493639edd9b884dcc842ade","Department of Entomology, University of Georgia, Athens, GA 30602, United States; Laboratory of Chemistry, National Heart, Lung and Blood Institute, Bethesda, MD 20205, United States; Bee Breeding and Stock Center Laboratory, Federal Research, Science and Education Administration, Baton Rouge, LA 70808, United States","Blum, M.S., Department of Entomology, University of Georgia, Athens, GA 30602, United States; Fales, H.M., Laboratory of Chemistry, National Heart, Lung and Blood Institute, Bethesda, MD 20205, United States; Jones, T.H., Department of Entomology, University of Georgia, Athens, GA 30602, United States; Rinderer, T.E., Laboratory of Chemistry, National Heart, Lung and Blood Institute, Bethesda, MD 20205, United States; Tucker, K.W., Bee Breeding and Stock Center Laboratory, Federal Research, Science and Education Administration, Baton Rouge, LA 70808, United States","1. 1. The sting apparatus of the queen honey bee (Apis mellifera) contains a series of aliphatic hydrocarbons and novel long-chain esters. 2. 2. Decyl decanoate, the main ester present, is accompanied by decyl octanoate, dodecyl decanoate, tetradecyl decanoate, hexadecyl decanoate and tetradecyl dodecanoate. 3. 3. The presence of these esters did not inhibit oviposition by the queen in worker cells or result in sealed queen cells being destroyed by workers. 4. 4. The significance of caste-specific compounds on the sting of both the queen and worker honey bee is discussed. © 1983.",,Article,,Scopus,2-s2.0-0020626952
"Southwick E.E.","Nectar biology and nectar feeders of common milkweed, Asclepias syriaca L.",1983,"Bulletin - Torrey Botanical Club","110","3",,"324","334",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020895069&partnerID=40&md5=7efd384fe08922308a9ee6f926ac9c40","Dept of Biol Sci, State Univ of New York, Brockport, NY 14420, USA.","Southwick, E.E., Dept of Biol Sci, State Univ of New York, Brockport, NY 14420, USA.","Secretion of nectar in unpollinated flowers of Asclepias syriaca clones in N Michigan and NW New York state, began after sepal reflexion, and reached a maximum on the second day of a 3-6 day production period. A diurnal secretion pattern occurred with peak rates between 0400 and 0800hr. Nectar secretion was probably affected by several factors of the microhabitat, especially air temperature, soil moisture, and solar radiation. Total lifetime sugar production for single flowers ranged up to 7.5mg with mean peak 24hr yield of 2.8mg. More sugar was produced in the Michigan plants. A difference was noted in plant morphology with New York plants having more umbels and seed pods per stem than those in Michigan. This, combined with temporal weather patterns and edaphic factors, may have been responsible for the site-to-site differences found in nectar production. Most nectarivores took nectar during the day. Wasps (Vespidae and Sphecidae) and bumblebees, (Apidae, Bombus) were the most abundant visitors in N Michigan and made up 25% of the attracted clientele. In New York, honey bees Apis mellifera were the principal nectar feeders (57% of the total).-from Authorwasps Vespidae Sphecidae bumblebees Bombus honey bee Apis mellifera Apidae",,Article,,Scopus,2-s2.0-0020895069
"Lehner Y.","Nutritional considerations in choosing protein and carbohydrate sources for use in pollen substitutes for honeybees",1983,"Journal of Apicultural Research","22","4",,"242","248",,6,10.1080/00218839.1983.11100594,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010427383&doi=10.1080%2f00218839.1983.11100594&partnerID=40&md5=5bbee69fba5f25e5e2baf4355e1e6239","Bee Research Laboratory, Agricultural Research Service, USDA, University of Wisconsin, Madison, WI, 53706, United States","Lehner, Y., Bee Research Laboratory, Agricultural Research Service, USDA, University of Wisconsin, Madison, WI, 53706, United States","Small colonies of honeybees (Apis mellifera) were fed for 6 weeks on diets of protein concentration increasing from 5% to 30%, using soya flours and a Torula yeast product, the commonly available pollen substitutes. Either honey or sucrose was used in formulating the diets; sucrose enhanced protein utilization. While no statistical difference was found in brood production at different protein levels, the 5% level of protein may not be as good as the others. All tested supplements and pollen gave the same efficiency of protein utilization at all concentrations. The Torula yeast product sustained brood-rearing longer than the soy flours. Addition of proteolytic enzymes to soya-flour diets had no effect on protein utilization. Colonies fed pollen raised more brood than those fed the test diets, and on the average produced populations about twice as large. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0010427383
"Hornitzky M.A.Z., Wills P.A.","Gamma radiation inactivation of bacillus larvae to control american foul brood",1983,"Journal of Apicultural Research","22","3",,"196","199",,16,10.1080/00218839.1983.11100587,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001613496&doi=10.1080%2f00218839.1983.11100587&partnerID=40&md5=21a45d040bbdbc50b6377c8de43e40da","New South Wales Department of Agriculture Veterinary Research Station, Glenfield, NSW, 2167, Australia; Australian Atomic Energy Commission Research Establishment, Lucas Heights Research Laboratories, Private Mail Bag, Sutherland, NSW, 2232, Australia","Hornitzky, M.A.Z., New South Wales Department of Agriculture Veterinary Research Station, Glenfield, NSW, 2167, Australia; Wills, P.A., Australian Atomic Energy Commission Research Establishment, Lucas Heights Research Laboratories, Private Mail Bag, Sutherland, NSW, 2232, Australia","The radiation dose required to prevent the spread of American foul brood disease in honeybees (Apis mellifera) was investigated quantitatively. Scales from infected combs were gamma-irradiated at different doses and the number of Bacillus larvae spores surviving treatment determined. At least 99·99994% of spores were inactivated by a dose of 1 Megarad (Mrad). The decimal reduction dose for spores in scale was estimated as 0·62 ± 0·014 Mrad; the disease did not develop in hives containing heavily infected frames which had been treated with a minimum dose of 1 Mrad. The basis for selecting the radiation dose required to decontaminate infected hives is discussed. Estimates of costs indicate that substantial savings are possible if irradiation treatment replaces the destructive control method currently used. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0001613496
"Wood C.L., Hoffman D.R.","Two-dimensional polyacrylamide gel electrophoresis of hymenoptera venom and venom sac extracts",1983,"Toxicon","21","2",,"291","299",,15,10.1016/0041-0101(83)90014-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020535094&doi=10.1016%2f0041-0101%2883%2990014-4&partnerID=40&md5=4e740b01e9e801e11e8d2707ec9d2daa","Department of Pathology, Laboratory Medicine, East Carolina University School of Medicine, Greenville, NC, United States","Wood, C.L., Department of Pathology, Laboratory Medicine, East Carolina University School of Medicine, Greenville, NC, United States; Hoffman, D.R., Department of Pathology, Laboratory Medicine, East Carolina University School of Medicine, Greenville, NC, United States","Hymenoptera venom and venom sac extracts were studied by two-dimensional polyacrylamide gel electrophoresis using non-equilibrium pH gradient electrophoresis in the first dimension and sodium dodecyl sulfate electrophoresis in the second dimension. Pure Apis mellifera (honeybee) venom collected by electrical stimulation was resolved into five major and more than 20 minor components. Polistes (paper wasp), Vespula (yellow jacket), Dolichovespula (aerial hornet) and Vespa (old world hornet) venom sac extracts contained more than 40 components each. These results illustrate the complexity of the mixtures in current use for immunotherapy for stinging insect hypersensitivity. The degrees of similarity observed between the various species of Polistes and Vespula studied correlate with the phylogenetic classifications of these species. © 1982.",,Article,,Scopus,2-s2.0-0020535094
"Arbuthnot P.B., Cantrill R.C., Hepburn H.R.","An electrophoretic characterization of African worker honeybee haemolymph proteins during development",1983,"Comparative Biochemistry and Physiology -- Part B: Biochemistry and","74","3",,"467","471",,2,10.1016/0305-0491(83)90212-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000364688&doi=10.1016%2f0305-0491%2883%2990212-2&partnerID=40&md5=9abaf53b674bfaa91ebab7b132826c70","Departments of Physiology, University of the Witwatersrand, Johannesburg, 2001, South Africa; Medical Biochemistry, University of the Witwatersrand, Johannesburg, 2001, South Africa","Arbuthnot, P.B., Departments of Physiology, University of the Witwatersrand, Johannesburg, 2001, South Africa, Medical Biochemistry, University of the Witwatersrand, Johannesburg, 2001, South Africa; Cantrill, R.C., Medical Biochemistry, University of the Witwatersrand, Johannesburg, 2001, South Africa; Hepburn, H.R., Departments of Physiology, University of the Witwatersrand, Johannesburg, 2001, South Africa","1. 1. The haemolymph proteins of sealed developing African worker honeybee (Apis mellifera adansonii) were partially characterized by polyacrylamide electrophoresis. 2. 2. Both the number and concentrations of these proteins vary during development. 3. 3. Because lipid is the major energy substrate during this period of development, the fate of haemolymph lipoprotein was monitored by coupling electrophoresis to [1-14C]palmitic acid labelling. 4. 4. In early development two lipoproteins are detectable but one of these either disappears or discontinues carrying lipids in later development. 5. 5. The capacity of the lipoproteins to carry the palmitic acid label appears to be similar throughout development. 6. 6. Total protein concentration of the haemolymph drops markedly during the course of development. © 1983.",,Article,,Scopus,2-s2.0-0000364688
"van der Vorst E., Mattys J., Jacobs F.J., de Rycke P.H.","Fatty Acid and Sterol Composition During Larval Development in the Honeybee",1983,"Journal of Apicultural Research","22","1",,"3","8",,5,10.1080/00218839.1983.11100552,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010606618&doi=10.1080%2f00218839.1983.11100552&partnerID=40&md5=9229bb37e50fca6328d6df43b6fef878","Laboratory of Zoophysiology, State University of Gent, K.L. Ledeganckstraat 35, Gent, 9000, Belgium","van der Vorst, E., Laboratory of Zoophysiology, State University of Gent, K.L. Ledeganckstraat 35, Gent, 9000, Belgium; Mattys, J., Laboratory of Zoophysiology, State University of Gent, K.L. Ledeganckstraat 35, Gent, 9000, Belgium; Jacobs, F.J., Laboratory of Zoophysiology, State University of Gent, K.L. Ledeganckstraat 35, Gent, 9000, Belgium; de Rycke, P.H., Laboratory of Zoophysiology, State University of Gent, K.L. Ledeganckstraat 35, Gent, 9000, Belgium","The most important changes in lipid composition during larval development in the honeybee, Apis mellifera, were noted in the total weight of the fatty acid classes. Palmitic acid and a C18:l acid, presumably oleic, were the most abundant fatty acids in the different lipid classes during larval development, together accounting for more than 70% of the total. The proportions of the fatty acids changed very little during development. Of the sterols, 24-methylene cholesterol was most abundant in both the free and esterified forms except on the first and second days when cholesterol ester was more abundant. Cholesterol-ester concentration decreased in such a way that on the fifth larval day the percentage composition of the sterol esters was almost identical to that of the free sterols. The composition of the free sterols remained practically constant during development. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0010606618
"Eischen F.A., Rothenbuhler W.C., Kulinčević J.M.","Brood rearing associated with a range of worker-larva ratios in the Honeybee",1983,"Journal of Apicultural Research","22","3",,"163","168",,9,10.1080/00218839.1983.11100582,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012252606&doi=10.1080%2f00218839.1983.11100582&partnerID=40&md5=c4be8d0ae8d9677d3ad2d13af6cf16e9","Department of Entomology, The Ohio State University, Columbus, OH, 43210, United States","Eischen, F.A., Department of Entomology, The Ohio State University, Columbus, OH, 43210, United States; Rothenbuhler, W.C., Department of Entomology, The Ohio State University, Columbus, OH, 43210, United States; Kulinčević, J.M., Department of Entomology, The Ohio State University, Columbus, OH, 43210, United States","Small colonies of honeybees (Apis mellifera), each consisting of a caged queen to which bees had access and young workers ranging in number from 200 to 2800, were given 400 eggs to rear. Workers in small colonies ate more pollen and reared more brood per individual than did workers in large colonies. A positive correlation was found between pollen consumption by workers and number of progeny reared per worker. Progeny exhibited varying life-spans that were negatively correlated with pollen consumption and rearing efficiency of workers. Dry weight of progeny was also negatively correlated with these brood-rearing parameters. The results suggest that as workers rear increasing numbers of progeny, there is an associated decrease in progeny life-span and dry weight. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0012252606
"Svoboda J.A., Herbert E.W., Jr., Lusby W.R., Thompson M.J.","Comparison of sterols of pollens, honeybee workers, and prepupae from field sites",1983,"Archives of Insect Biochemistry and Physiology","1","1",,"25","31",,22,10.1002/arch.940010104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011104076&doi=10.1002%2farch.940010104&partnerID=40&md5=c2227a8f51607aa7fdbb6d603bd4228d","Insect Physiology Laboratory, ARS, USDA, Beltsville, Maryland, United States; Bioenvironmental Bee Laboratory, ARS, USDA, Beltsville, Maryland, United States","Svoboda, J.A., Insect Physiology Laboratory, ARS, USDA, Beltsville, Maryland, United States; Herbert, E.W., Jr., Bioenvironmental Bee Laboratory, ARS, USDA, Beltsville, Maryland, United States; Lusby, W.R., Insect Physiology Laboratory, ARS, USDA, Beltsville, Maryland, United States; Thompson, M.J., Insect Physiology Laboratory, ARS, USDA, Beltsville, Maryland, United States","Sterols from pollen collected by foraging honeybees, Apis mellifera L, at seven field sites were compared with the sterols of foraging adults and/or prepupae collected from colonies at each site. Invariably, the composition of prepupal sterols was comparable to that found in previous cage studies using chemically defined diets containing various dietary sterols: 24‐methyl‐enecholesterol was the major sterol; sitosterol and isofucosterol were present in lesser, but significant amounts; and a trace amount of cholesterol was identified in each sample. This occurred even though some of the pollen sterols contained little 24‐methylenecholesterol, sitosterol, or isofucosterol and a preponderance of certain other sterols, such as δ7‐stigmasten‐3β‐ol and δ7,24(28)‐campestadien‐3β‐ol in goldenrod and corn pollens, respectively. Thus the selective transfer and utilization of sterols in honeybees that have been demonstrated in cage studies with artificial diets were also shown to occur under field conditions. Copyright © 1983 Wiley‐Liss, Inc.","field sites; honeybees; pollens; sterols",Article,,Scopus,2-s2.0-0011104076
"Ifantidis M.D.","Ontogenesis of the mite varroa jacobsoni in worker and Drone Honeybee brood cells",1983,"Journal of Apicultural Research","22","3",,"200","206",,84,10.1080/00218839.1983.11100588,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001183097&doi=10.1080%2f00218839.1983.11100588&partnerID=40&md5=06ad6b3674f3f367e32bce529403a3c2","Laboratory of Sericulture and Apiculture, School of Agriculture, Aristotle University of Thessaloniki, Greece","Ifantidis, M.D., Laboratory of Sericulture and Apiculture, School of Agriculture, Aristotle University of Thessaloniki, Greece","Ontogenesis of the mite Varroa jacobsoni Oudemans (1904) was observed at 4 h intervals in brood cells of the honeybee Apis mellifera cecropia. Between July and November 1981, in the region of Thessaloniki, 241 worker and 107 drone cells infested with fertile mites were examined in the post-capping period. A macroscopic distinction between the sexes was recorded photographically as early as the first mobile phase of mite ontogenesis. In cells containing either worker or drone brood, egg-laying by the mite began about 60 h after the cell was capped and one egg was laid every 30 min. Normally the offspring included only one male, which developed from an egg laid about 96 h after capping. Ontogenesis lasted 7·5 days in the female Varroa and 5·5 days in the male. The mite can lay at most 7 eggs in a drone cell and 6 in a worker cell. © 1983 International Bee Research Association.",,Article,,Scopus,2-s2.0-0001183097
